gene_name	gene_ensembl	gene_type	Chr	Start	End	Strand
IGDCC3	ENSG00000174498.13	protein_coding	chr15	65327127	65378040	-
IGDCC4	ENSG00000103742.11	protein_coding	chr15	65381464	65423072	-
DPP8	ENSG00000074603.18	protein_coding	chr15	65442463	65517704	-
RP11-349G13.3	ENSG00000270690.1	processed_pseudogene	chr15	65458574	65459534	+
RP11-349G13.1	ENSG00000259232.2	processed_pseudogene	chr15	65475318	65475614	-
RF00019	ENSG00000252217.1	misc_RNA	chr15	65502741	65502836	+
HACD3	ENSG00000074696.12	protein_coding	chr15	65530418	65578352	+
RNU6-19P	ENSG00000207449.1	snRNA	chr15	65553081	65553187	-
INTS14	ENSG00000138614.14	protein_coding	chr15	65578753	65611289	-
SLC24A1	ENSG00000074621.13	protein_coding	chr15	65611366	65660995	+
RP11-16E23.5	ENSG00000275638.1	antisense	chr15	65655620	65656085	-
DENND4A	ENSG00000174485.15	protein_coding	chr15	65658046	65792293	-
SNORD13E	ENSG00000238311.1	snoRNA	chr15	65696833	65696936	-
MIR4511	ENSG00000264737.1	miRNA	chr15	65719246	65719332	-
RAB11A	ENSG00000103769.9	protein_coding	chr15	65726054	65891991	+
RP11-16E23.3	ENSG00000261544.1	sense_intronic	chr15	65766460	65767398	-
RP11-16E23.4	ENSG00000259924.1	processed_pseudogene	chr15	65771176	65772139	-
AC084854.4	ENSG00000249271.2	processed_pseudogene	chr15	65816302	65817481	-
RF00026	ENSG00000283249.1	snRNA	chr15	65843484	65843558	+
MEGF11	ENSG00000157890.17	protein_coding	chr15	65895079	66253747	-
MIR4311	ENSG00000263512.1	miRNA	chr15	66040233	66040332	+
RP11-653J6.1	ENSG00000261318.1	antisense	chr15	66278498	66293357	-
DIS3L	ENSG00000166938.12	protein_coding	chr15	66293217	66333898	+
RP11-352G18.2	ENSG00000260773.1	antisense	chr15	66314914	66331703	-
TIPIN	ENSG00000075131.9	protein_coding	chr15	66336206	66386746	-
SCARNA14	ENSG00000252712.1	scaRNA	chr15	66347207	66347342	-
RF00019	ENSG00000223271.1	misc_RNA	chr15	66348276	66348375	+
RPL9P25	ENSG00000240821.1	processed_pseudogene	chr15	66379337	66379915	-
MAP2K1	ENSG00000169032.9	protein_coding	chr15	66386817	66492312	+
ATP5J2P6	ENSG00000261102.2	processed_pseudogene	chr15	66414933	66415198	-
RPL35AP32	ENSG00000243404.2	processed_pseudogene	chr15	66446455	66446777	-
CTD-3185P2.1	ENSG00000261351.2	antisense	chr15	66488658	66492109	-
SNAPC5	ENSG00000174446.12	protein_coding	chr15	66490135	66497813	-
MIR4512	ENSG00000266589.1	miRNA	chr15	66496958	66497034	-
RPL4	ENSG00000174444.14	protein_coding	chr15	66498015	66524532	-
SNORD18C	ENSG00000199574.1	snoRNA	chr15	66501250	66501318	-
RF01159	ENSG00000280554.1	snoRNA	chr15	66502019	66502089	-
SNORD18B	ENSG00000202529.1	snoRNA	chr15	66502020	66502091	-
SNORD16	ENSG00000199673.1	snoRNA	chr15	66502812	66502910	-
SNORD18A	ENSG00000200623.1	snoRNA	chr15	66503243	66503314	-
ZWILCH	ENSG00000174442.11	protein_coding	chr15	66504959	66550128	+
LCTL	ENSG00000188501.11	protein_coding	chr15	66547179	66565979	-
RP11-321F6.1	ENSG00000259471.1	lincRNA	chr15	66582190	66685794	+
SMAD6	ENSG00000137834.14	protein_coding	chr15	66702228	66782848	+
RP11-321F6.2	ENSG00000274995.1	sense_intronic	chr15	66740445	66741151	+
RP11-622C24.1	ENSG00000270490.1	processed_pseudogene	chr15	66808404	66810560	+
RP11-622C24.2	ENSG00000277152.1	lincRNA	chr15	66860303	66867023	+
RP11-798K3.4	ENSG00000259437.1	lincRNA	chr15	66919811	66931755	+
RP11-798K3.3	ENSG00000259289.2	lincRNA	chr15	66931537	66956518	-
RP11-798K3.2	ENSG00000259347.6	antisense	chr15	66984108	67065268	-
HMGN2P46	ENSG00000259246.4	processed_pseudogene	chr15	67000814	67001085	-
SMAD3	ENSG00000166949.15	protein_coding	chr15	67063763	67195195	+
RP11-342M21.2	ENSG00000259202.1	antisense	chr15	67142734	67146939	-
AAGAB	ENSG00000103591.12	protein_coding	chr15	67201033	67255195	-
RP11-342M21.1	ENSG00000242634.1	processed_pseudogene	chr15	67232446	67232837	+
IQCH	ENSG00000103599.19	protein_coding	chr15	67254800	67502260	+
RP11-502I4.1	ENSG00000259673.5	lincRNA	chr15	67403619	67521844	-
C15orf61	ENSG00000189227.5	protein_coding	chr15	67521068	67530143	+
RP11-502I4.3	ENSG00000270964.1	lincRNA	chr15	67541072	67542604	-
MAP2K5	ENSG00000137764.19	protein_coding	chr15	67542709	67807123	+
RP11-460N1.1	ENSG00000259512.3	processed_pseudogene	chr15	67627852	67629135	+
SKOR1	ENSG00000188779.10	protein_coding	chr15	67819704	67834561	+
RP11-34F13.3	ENSG00000259410.5	processed_transcript	chr15	67832725	67873866	+
RP11-34F13.2	ENSG00000245719.1	lincRNA	chr15	67834310	67838879	-
RNU6-1	ENSG00000206625.1	snRNA	chr15	67839939	67840045	-
RP11-282M16.1	ENSG00000261702.2	processed_pseudogene	chr15	67974391	67974625	-
RP11-883G10.1	ENSG00000260109.1	unprocessed_pseudogene	chr15	67985059	67986288	+
PIAS1	ENSG00000033800.13	protein_coding	chr15	68054179	68198603	+
RP11-315D16.2	ENSG00000260007.3	protein_coding	chr15	68184032	68229718	-
CALML4	ENSG00000129007.14	protein_coding	chr15	68190705	68206110	-
CLN6	ENSG00000128973.12	protein_coding	chr15	68206992	68257211	-
RP11-315D16.3	ENSG00000260602.2	processed_pseudogene	chr15	68254549	68254939	+
RP11-315D16.4	ENSG00000260657.2	lincRNA	chr15	68267792	68277994	-
FEM1B	ENSG00000169018.5	protein_coding	chr15	68277803	68295865	+
ITGA11	ENSG00000137809.16	protein_coding	chr15	68296533	68432162	-
CORO2B	ENSG00000103647.12	protein_coding	chr15	68578969	68727806	+
RP11-317N6.1	ENSG00000271232.1	processed_pseudogene	chr15	68749501	68750691	+
ANP32A	ENSG00000140350.15	protein_coding	chr15	68778535	68820897	-
MIR4312	ENSG00000265195.1	miRNA	chr15	68801850	68801925	-
SPESP1	ENSG00000258484.3	protein_coding	chr15	68818221	68946811	+
RP11-696L21.2	ENSG00000259286.3	processed_pseudogene	chr15	68833830	68834749	+
RP11-809H16.2	ENSG00000137808.12	processed_transcript	chr15	68930504	69028889	+
NOX5	ENSG00000255346.9	protein_coding	chr15	68930525	69062743	+
RP11-809H16.3	ENSG00000273851.1	transcribed_processed_pseudogene	chr15	69022230	69024176	+
RP11-809H16.4	ENSG00000259265.1	antisense	chr15	69037549	69043565	-
NCRNA00277	ENSG00000212766.9	lincRNA	chr15	69072926	69095820	+
RP11-809H16.5	ENSG00000259222.2	lincRNA	chr15	69080879	69099987	+
GLCE	ENSG00000138604.9	protein_coding	chr15	69160584	69272217	+
RP11-352D13.6	ENSG00000261634.3	antisense	chr15	69278328	69298763	-
RP11-352D13.5	ENSG00000259504.2	lincRNA	chr15	69278675	69295322	+
PAQR5	ENSG00000137819.13	protein_coding	chr15	69298947	69407780	+
RP11-253M7.6	ENSG00000259645.1	sense_intronic	chr15	69391192	69392149	+
RP11-253M7.1	ENSG00000259426.5	antisense	chr15	69396904	69415029	-
RF00019	ENSG00000207395.1	misc_RNA	chr15	69406441	69406552	+
KIF23	ENSG00000137807.14	protein_coding	chr15	69414246	69448427	+
RP11-253M7.3	ENSG00000259191.2	processed_pseudogene	chr15	69434466	69435120	-
RPLP1	ENSG00000137818.11	protein_coding	chr15	69452784	69456194	+
RF00012	ENSG00000207119.2	snoRNA	chr15	69457941	69458149	-
RP11-253M7.4	ENSG00000259215.1	lincRNA	chr15	69458522	69461806	-
DRAIC	ENSG00000245750.8	lincRNA	chr15	69463026	69843120	+
RP11-279F6.2	ENSG00000259457.1	lincRNA	chr15	69564724	69565790	-
RP11-19J5.1	ENSG00000259496.2	processed_pseudogene	chr15	69803316	69804046	-
RP11-19J5.2	ENSG00000259309.1	lincRNA	chr15	69820756	69822856	-
TLE3	ENSG00000140332.15	protein_coding	chr15	70047790	70098176	-
MIR629	ENSG00000207965.1	miRNA	chr15	70079372	70079468	-
RNU6-745P	ENSG00000200216.2	snRNA	chr15	70193236	70193341	+
AC011648.1	ENSG00000259252.1	lincRNA	chr15	70195638	70198509	-
RP11-543G18.1	ENSG00000259503.1	lincRNA	chr15	70321576	70326742	+
RP11-96C21.1	ENSG00000259473.1	lincRNA	chr15	70503907	70505928	-
RP11-96C21.2	ENSG00000280639.1	lincRNA	chr15	70570958	70586606	-
RP11-64K10.1	ENSG00000259227.2	processed_pseudogene	chr15	70602124	70602516	+
SALRNA3	ENSG00000281264.1	lincRNA	chr15	70615547	70616567	+
SALRNA2	ENSG00000280515.1	lincRNA	chr15	70635249	70637314	+
UACA	ENSG00000137831.14	protein_coding	chr15	70654554	70763593	-
RP11-138H8.2	ENSG00000259532.1	lincRNA	chr15	70748932	70754177	+
RP11-138H8.8	ENSG00000274297.1	sense_intronic	chr15	70758269	70758856	-
RP11-138H8.3	ENSG00000259624.1	antisense	chr15	70768011	70778868	-
RP11-138H8.4	ENSG00000259452.2	processed_pseudogene	chr15	70791013	70791486	+
RPL29P30	ENSG00000235420.7	transcribed_processed_pseudogene	chr15	70796597	70802688	-
LARP6	ENSG00000166173.10	protein_coding	chr15	70829130	70854159	-
RP11-138H8.6	ENSG00000259744.1	sense_intronic	chr15	70848883	70849770	-
LRRC49	ENSG00000137821.11	protein_coding	chr15	70853239	71053657	+
KRT8P9	ENSG00000259470.2	processed_pseudogene	chr15	70858714	70860162	+
THAP10	ENSG00000129028.8	protein_coding	chr15	70881342	70892785	-
RPL5P3	ENSG00000242276.2	processed_pseudogene	chr15	71063101	71063989	-
THSD4	ENSG00000187720.14	protein_coding	chr15	71096952	71783383	+
CT62	ENSG00000225362.8	protein_coding	chr15	71110244	71115494	-
RP11-673C5.2	ENSG00000259964.6	antisense	chr15	71147650	71189042	-
RP11-673C5.1	ENSG00000259781.1	processed_pseudogene	chr15	71164770	71165415	-
RP11-592N21.1	ENSG00000212664.5	processed_pseudogene	chr15	71341158	71341712	-
RP11-592N21.2	ENSG00000260586.1	sense_intronic	chr15	71342324	71348471	+
RP11-1123I8.1	ENSG00000278408.1	antisense	chr15	71547280	71549832	-
NR2E3	ENSG00000278570.4	protein_coding	chr15	71792638	71818259	+
CTD-2524L6.3	ENSG00000260037.5	antisense	chr15	71818396	71823384	+
MYO9A	ENSG00000066933.15	protein_coding	chr15	71822289	72118577	-
RNA5SP399	ENSG00000200873.1	rRNA	chr15	71858570	71858686	+
RP11-390D11.1	ENSG00000261632.1	antisense	chr15	71972206	72040265	+
RP11-390D11.2	ENSG00000260576.1	processed_pseudogene	chr15	72041194	72041653	-
RNU2-65P	ENSG00000222094.1	snRNA	chr15	72045183	72045367	+
SENP8	ENSG00000166192.14	protein_coding	chr15	72114258	72143688	+
RP11-2I17.1	ENSG00000243568.2	processed_pseudogene	chr15	72134641	72135436	+
RP11-2I17.4	ENSG00000260173.1	antisense	chr15	72140504	72155459	-
GRAMD2	ENSG00000175318.11	protein_coding	chr15	72159807	72197785	-
PKM	ENSG00000067225.17	protein_coding	chr15	72199029	72231822	-
PARP6	ENSG00000137817.16	protein_coding	chr15	72241181	72272999	-
RP11-106M3.5	ENSG00000273025.1	protein_coding	chr15	72266746	72319946	-
RP11-106M3.3	ENSG00000261460.1	antisense	chr15	72278867	72351794	+
CELF6	ENSG00000140488.15	protein_coding	chr15	72284727	72320129	-
RP11-106M3.2	ENSG00000260729.1	protein_coding	chr15	72284727	72375981	-
HEXA	ENSG00000213614.9	protein_coding	chr15	72340919	72376476	-
RP11-106M3.4	ENSG00000260339.1	antisense	chr15	72376113	72378788	+
RP11-106M3.1	ENSG00000243007.1	processed_pseudogene	chr15	72379215	72379710	-
TMEM202	ENSG00000187806.7	protein_coding	chr15	72398273	72408029	+
RP11-1007O24.3	ENSG00000261423.1	lincRNA	chr15	72407778	72475168	-
RP11-1007O24.4	ENSG00000271072.1	processed_pseudogene	chr15	72450657	72451474	+
RP11-1007O24.2	ENSG00000261187.1	lincRNA	chr15	72465128	72466262	-
ARIH1	ENSG00000166233.14	protein_coding	chr15	72474326	72602985	+
MIR630	ENSG00000283798.1	miRNA	chr15	72587217	72587313	+
RP11-1006G14.4	ENSG00000260534.1	sense_overlapping	chr15	72589691	72591845	+
RP11-1006G14.5	ENSG00000278313.1	unprocessed_pseudogene	chr15	72604399	72605008	-
RP11-361M10.3	ENSG00000260144.1	unprocessed_pseudogene	chr15	72605183	72612326	+
RP11-1006G14.2	ENSG00000259783.5	lincRNA	chr15	72608481	72636919	-
RP11-1006G14.1	ENSG00000260672.1	lincRNA	chr15	72615810	72618250	+
RP11-1006G14.3	ENSG00000259909.1	unprocessed_pseudogene	chr15	72638821	72640125	+
GOLGA6B	ENSG00000215186.6	protein_coding	chr15	72654738	72666394	+
RN7SL853P	ENSG00000274350.1	misc_RNA	chr15	72664577	72664799	+
HIGD2B	ENSG00000175202.3	protein_coding	chr15	72675783	72686149	-
RP11-361M10.4	ENSG00000261281.1	transcribed_processed_pseudogene	chr15	72682266	72682904	-
BBS4	ENSG00000140463.13	protein_coding	chr15	72686179	72738476	+
ADPGK	ENSG00000159322.17	protein_coding	chr15	72751369	72785846	-
RP11-361M10.5	ENSG00000260898.5	antisense	chr15	72782835	72798199	+
RP11-907B8.1	ENSG00000259259.1	processed_pseudogene	chr15	72899399	72900260	-
NEO1	ENSG00000067141.16	protein_coding	chr15	73051710	73305206	+
FKBP1AP2	ENSG00000259691.2	processed_pseudogene	chr15	73143236	73143518	-
RP11-945A13.1	ENSG00000259440.2	processed_pseudogene	chr15	73161779	73162928	-
RP11-272D12.2	ENSG00000259528.1	antisense	chr15	73255334	73256109	-
HCN4	ENSG00000138622.3	protein_coding	chr15	73319859	73369264	-
RP11-272D12.1	ENSG00000259650.1	antisense	chr15	73335260	73342387	+
C15orf60	ENSG00000183324.10	protein_coding	chr15	73443158	73560014	+
MRPS15P1	ENSG00000259186.1	processed_pseudogene	chr15	73483196	73483943	-
NPTN	ENSG00000156642.16	protein_coding	chr15	73560014	73634134	-
NPTN-IT1	ENSG00000281183.1	sense_intronic	chr15	73567012	73569294	-
CD276	ENSG00000103855.17	protein_coding	chr15	73683966	73714518	+
RP11-8P11.4	ENSG00000276807.1	lincRNA	chr15	73730048	73731711	-
C15orf59	ENSG00000205363.5	protein_coding	chr15	73735431	73752747	-
RP11-8P11.3	ENSG00000260469.2	lincRNA	chr15	73752317	73770613	+
RP11-24D15.1	ENSG00000260624.1	antisense	chr15	73870950	73873366	-
TBC1D21	ENSG00000167139.8	protein_coding	chr15	73873608	73889214	+
RP11-941F15.1	ENSG00000261801.5	antisense	chr15	73908071	73928248	-
LOXL1	ENSG00000129038.15	protein_coding	chr15	73925989	73952137	+
STOML1	ENSG00000067221.13	protein_coding	chr15	73978923	73994622	-
PML	ENSG00000140464.19	protein_coding	chr15	73994673	74047812	+
DNM1P33	ENSG00000260096.1	unprocessed_pseudogene	chr15	74062780	74063785	+
GOLGA6A	ENSG00000159289.6	protein_coding	chr15	74069857	74082550	-
RN7SL429P	ENSG00000278604.1	misc_RNA	chr15	74072454	74072676	-
RP11-247C2.1	ENSG00000214702.6	unprocessed_pseudogene	chr15	74097106	74098414	-
ISLR2	ENSG00000167178.15	protein_coding	chr15	74100311	74138540	+
RP11-247C2.2	ENSG00000248540.2	lincRNA	chr15	74125915	74129278	-
RP11-665J16.1	ENSG00000261543.1	antisense	chr15	74152800	74179226	-
RF00017	ENSG00000278348.1	misc_RNA	chr15	74162340	74162620	-
ISLR	ENSG00000129009.12	protein_coding	chr15	74173671	74176872	+
STRA6	ENSG00000137868.18	protein_coding	chr15	74179466	74212267	-
CCDC33	ENSG00000140481.14	protein_coding	chr15	74202705	74336472	+
RP11-60L3.3	ENSG00000280309.1	TEC	chr15	74299503	74304527	+
RP11-60L3.2	ENSG00000261384.1	sense_intronic	chr15	74303005	74304343	+
RP11-60L3.6	ENSG00000277749.1	antisense	chr15	74311516	74319688	-
CYP11A1	ENSG00000140459.17	protein_coding	chr15	74337759	74367740	-
CTD-2311M21.2	ENSG00000260266.1	transcribed_processed_pseudogene	chr15	74350768	74364620	+
CTD-2311M21.3	ENSG00000261821.2	antisense	chr15	74365435	74371211	+
CTD-2311M21.4	ENSG00000274937.1	lincRNA	chr15	74374678	74375511	+
CTD-2311M21.5	ENSG00000277718.1	lincRNA	chr15	74379083	74390535	+
SEMA7A	ENSG00000138623.10	protein_coding	chr15	74409289	74433958	-
MIR6881	ENSG00000277391.1	miRNA	chr15	74411357	74411432	-
UBL7	ENSG00000138629.15	protein_coding	chr15	74445977	74461182	-
RP11-10O17.2	ENSG00000247240.7	antisense	chr15	74461265	74481302	+
RP11-10O17.1	ENSG00000260103.2	transcribed_processed_pseudogene	chr15	74478070	74490286	-
RP11-10O17.3	ENSG00000261775.1	lincRNA	chr15	74489602	74516959	+
RF00591	ENSG00000212279.2	snoRNA	chr15	74490959	74491028	-
ARID3B	ENSG00000179361.17	protein_coding	chr15	74541177	74598131	+
CLK3	ENSG00000179335.18	protein_coding	chr15	74598500	74645414	+
CTD-3154N5.2	ENSG00000275527.1	lincRNA	chr15	74598919	74599397	-
CTD-3154N5.1	ENSG00000260919.1	antisense	chr15	74613194	74615596	-
EDC3	ENSG00000179151.11	protein_coding	chr15	74630558	74696292	-
CYP1A1	ENSG00000140465.13	protein_coding	chr15	74719542	74725610	-
CYP1A2	ENSG00000140505.6	protein_coding	chr15	74748844	74756202	+
CSK	ENSG00000103653.16	protein_coding	chr15	74782057	74803198	+
MIR4513	ENSG00000264386.1	miRNA	chr15	74788672	74788757	-
LMAN1L	ENSG00000140506.16	protein_coding	chr15	74812716	74825758	+
RP11-414J4.2	ENSG00000261606.5	processed_transcript	chr15	74816223	74831795	+
CPLX3	ENSG00000213578.5	protein_coding	chr15	74826547	74831802	+
ULK3	ENSG00000140474.12	protein_coding	chr15	74836116	74843346	-
MIR6882	ENSG00000275411.1	miRNA	chr15	74840642	74840707	-
SCAMP2	ENSG00000140497.16	protein_coding	chr15	74843730	74873365	-
MPI	ENSG00000178802.17	protein_coding	chr15	74890005	74902219	+
FAM219B	ENSG00000178761.14	protein_coding	chr15	74899987	74907121	-
COX5A	ENSG00000178741.11	protein_coding	chr15	74919791	74938168	-
RPP25	ENSG00000178718.6	protein_coding	chr15	74954416	74957464	-
SCAMP5	ENSG00000198794.11	protein_coding	chr15	74957219	75021496	+
RP11-151H2.3	ENSG00000261813.2	processed_pseudogene	chr15	74976240	74976573	-
RF00019	ENSG00000199580.1	misc_RNA	chr15	74983274	74983376	-
RP11-151H2.1	ENSG00000260483.2	processed_pseudogene	chr15	75022980	75023256	+
PPCDC	ENSG00000138621.11	protein_coding	chr15	75023555	75117462	+
RP11-69H7.4	ENSG00000260152.2	processed_pseudogene	chr15	75114261	75114868	+
RF00017	ENSG00000203411.3	misc_RNA	chr15	75120265	75120562	-
RF00601	ENSG00000252722.1	scaRNA	chr15	75121536	75121666	-
RPL36AP45	ENSG00000240366.1	processed_pseudogene	chr15	75186651	75186968	-
C15orf39	ENSG00000167173.18	protein_coding	chr15	75195643	75212169	+
RP11-69H7.3	ENSG00000261779.1	antisense	chr15	75211301	75212167	-
RP11-69H7.2	ENSG00000260660.4	transcribed_unitary_pseudogene	chr15	75226401	75234834	-
RP11-817O13.1	ENSG00000260104.1	unprocessed_pseudogene	chr15	75249232	75249407	-
RP11-817O13.2	ENSG00000261205.2	processed_pseudogene	chr15	75251743	75252934	-
GOLGA6C	ENSG00000167195.7	protein_coding	chr15	75258599	75270199	+
RN7SL489P	ENSG00000277295.1	misc_RNA	chr15	75268430	75268652	+
GOLGA6D	ENSG00000140478.15	protein_coding	chr15	75282835	75295807	+
RN7SL327P	ENSG00000275992.1	misc_RNA	chr15	75292706	75292928	+
DNM1P34	ENSG00000260357.1	transcribed_unprocessed_pseudogene	chr15	75299953	75302965	-
ANP32BP1	ENSG00000259790.1	transcribed_processed_pseudogene	chr15	75321397	75322693	-
COMMD4	ENSG00000140365.15	protein_coding	chr15	75335891	75343224	+
RP11-817O13.9	ENSG00000275645.1	antisense	chr15	75346744	75347161	-
NEIL1	ENSG00000140398.13	protein_coding	chr15	75346955	75357114	+
MIR631	ENSG00000284343.1	miRNA	chr15	75353611	75353685	-
MAN2C1	ENSG00000140400.16	protein_coding	chr15	75355207	75368630	-
RP11-817O13.8	ENSG00000260274.1	lincRNA	chr15	75368155	75369584	+
SIN3A	ENSG00000169375.15	protein_coding	chr15	75369379	75455842	-
RPL13P4	ENSG00000241890.1	processed_pseudogene	chr15	75388267	75388828	+
CTD-2562G15.2	ENSG00000261714.2	processed_pseudogene	chr15	75415249	75416020	+
CTD-2562G15.3	ENSG00000276744.1	sense_intronic	chr15	75452964	75453947	-
PTPN9	ENSG00000169410.9	protein_coding	chr15	75463251	75579289	-
CTD-2323K18.3	ENSG00000260165.1	unprocessed_pseudogene	chr15	75480661	75480836	+
CTD-2323K18.2	ENSG00000259931.2	processed_pseudogene	chr15	75512770	75513040	-
CTD-2323K18.1	ENSG00000260269.5	processed_transcript	chr15	75527150	75601205	-
SNUPN	ENSG00000169371.13	protein_coding	chr15	75598083	75626469	-
CTD-2026K11.3	ENSG00000260235.1	antisense	chr15	75624793	75625690	+
CTD-2026K11.2	ENSG00000260206.1	antisense	chr15	75636139	75639239	+
IMP3	ENSG00000177971.8	protein_coding	chr15	75639085	75648706	-
CTD-2026K11.4	ENSG00000275454.1	antisense	chr15	75639760	75640976	+
CTD-2026K11.5	ENSG00000274515.1	antisense	chr15	75645020	75645442	+
SNX33	ENSG00000173548.8	protein_coding	chr15	75647906	75662301	+
CSPG4	ENSG00000173546.7	protein_coding	chr15	75674322	75712848	-
CTD-2026K11.1	ENSG00000260892.1	antisense	chr15	75676227	75677162	+
CTD-2026K11.6	ENSG00000203392.3	antisense	chr15	75678548	75680752	+
ODF3L1	ENSG00000182950.2	protein_coding	chr15	75723977	75727688	+
RP11-24M17.7	ENSG00000246877.1	antisense	chr15	75727670	75738623	-
RP11-24M17.4	ENSG00000260288.3	processed_transcript	chr15	75737820	75763321	+
RP11-24M17.3	ENSG00000260815.3	processed_pseudogene	chr15	75746769	75747263	+
RP11-24M17.6	ENSG00000261043.5	lincRNA	chr15	75759501	75762405	-
MIR4313	ENSG00000284385.1	miRNA	chr15	75762215	75762315	-
RP11-24M17.5	ENSG00000187812.12	transcribed_unprocessed_pseudogene	chr15	75775553	75786898	+
RN7SL319P	ENSG00000241807.3	misc_RNA	chr15	75785134	75785354	+
DNM1P35	ENSG00000261820.1	unprocessed_pseudogene	chr15	75791470	75792683	-
UBE2Q2	ENSG00000140367.11	protein_coding	chr15	75843285	75901078	+
RN7SL510P	ENSG00000266308.2	misc_RNA	chr15	75895040	75895302	+
FBXO22	ENSG00000167196.13	protein_coding	chr15	75903859	75942510	+
NRG4	ENSG00000169752.16	protein_coding	chr15	75935969	76059795	-
RP11-326L17.1	ENSG00000260685.1	processed_pseudogene	chr15	75950464	75951144	-
TMEM266	ENSG00000169758.12	protein_coding	chr15	76059837	76229121	+
RP11-593F23.1	ENSG00000259422.1	antisense	chr15	76174891	76181486	-
ETFA	ENSG00000140374.15	protein_coding	chr15	76215355	76311472	-
RF00017	ENSG00000196274.5	misc_RNA	chr15	76230048	76230390	-
TYRO3P	ENSG00000259581.3	processed_pseudogene	chr15	76258986	76261690	-
ISL2	ENSG00000159556.9	protein_coding	chr15	76336724	76342476	+
RP11-685G9.2	ENSG00000259514.1	antisense	chr15	76339609	76342063	-
RP11-685G9.4	ENSG00000270036.1	lincRNA	chr15	76343642	76344365	+
SCAPER	ENSG00000140386.12	protein_coding	chr15	76347904	76905444	-
RP11-331H13.1	ENSG00000261232.2	processed_pseudogene	chr15	76472099	76472365	+
MIR3713	ENSG00000266449.1	miRNA	chr15	76586647	76586691	+
RN7SKP217	ENSG00000201510.1	misc_RNA	chr15	76736641	76736980	+
RCN2	ENSG00000117906.13	protein_coding	chr15	76931619	76954392	+
